"Период","Сумма","Код раздела и подраздела полностью","Название подраздела","Тип","КБК","Комментарий","Код раздела","Наименование ГРБС","Код подраздела","Название раздела","Название вида расходов","ДокВерсия","Регион","Дата изменения","Код ГРБС","Название целевой статьи расходов","id","Уровень","Код целевой статьи расходов","Версия","Стадия","Код вида расходов"
"2015","238000.00","0705","Профессиональная подготовка, переподготовка и повышение квалификации","E","96807054280102200",,"07","Местная администрация мо мо озеро долгое","05","Образование","Закупка товаров, работ и услуг  для государственных (муниципальных) нужд","1",,"2015","968","Расходы на организацию профессионального образования и дополнительного профессионального образования для  муниципальных служащих","42","M","4280102","final","PR","200"
"2015","747500.00","0707","Молодежная политика и оздоровление детей","E","96807077950100200",,"07","Местная администрация мо мо озеро долгое","07","Образование","Закупка товаров, работ и услуг  для государственных (муниципальных) нужд","1",,"2015","968","Целевая программа по участию в реализации мер по профилактике дорожно-транспортного травматизма на территории мо","43","M","7950100","final","PR","200"
"2015","95000.00","0707","Молодежная политика и оздоровление детей","E","96807077950400200",,"07","Местная администрация мо мо озеро долгое","07","Образование","Закупка товаров, работ и услуг  для государственных (муниципальных) нужд","1",,"2015","968","Целевая программа по участию в установленном порядке в мероприятиях по профилактике незаконного потребления наркотических средств и психотропных веществ, наркомании в санкт-петербурге","44","M","7950400","final","PR","200"
"2015","1545450.00","0707","Молодежная политика и оздоровление детей","E","96807077950800200",,"07","Местная администрация мо мо озеро долгое","07","Образование","Закупка товаров, работ и услуг  для государственных (муниципальных) нужд","1",,"2015","968","Целевая программа по военно-патриотическому воспитанию граждан муниципального образования","45","M","7950800","final","PR","200"
"2015","2117200.00","0707","Молодежная политика и оздоровление детей","E","96807077950600200",,"07","Местная администрация мо мо озеро долгое","07","Образование","Закупка товаров, работ и услуг  для государственных (муниципальных) нужд","1",,"2015","968","Целевая программа по организации и проведению досуговых мероприятий для жителей мо мо озеро долгое","46","M","7950600","final","PR","200"
"2015","100000.00","0707","Молодежная политика и оздоровление детей","E","96807077950500200",,"07","Местная администрация мо мо озеро долгое","07","Образование","Закупка товаров, работ и услуг  для государственных (муниципальных) нужд","1",,"2015","968","Целевая программа   по участию в профилактике  терроризма и экстремизма, а также  минимизации и (или) ликвидации последствий проявления терроризма и экстремизма на территории мо","47","M","7950500","final","PR","200"
"2015","160000.00","0709","Другие вопросы в области образования","E","96807097950100200",,"07","Местная администрация мо мо озеро долгое","09","Образование","Закупка товаров, работ и услуг  для государственных (муниципальных) нужд","1",,"2015","968","Целевая программа по участию в реализации мер по профилактике дорожно-транспортного травматизма на территории мо","48","M","7950100","final","PR","200"
"2015","226500.00","0709","Другие вопросы в области образования","E","96807097950400200",,"07","Местная администрация мо мо озеро долгое","09","Образование","Закупка товаров, работ и услуг  для государственных (муниципальных) нужд","1",,"2015","968","Целевая программа по участию в установленном порядке в мероприятиях по профилактике незаконного потребления наркотических средств и психотропных веществ, наркомании в санкт-петербурге","49","M","7950400","final","PR","200"
"2015","11143500.00","0801","Культура","E","96808017950900200",,"08","Местная администрация мо мо озеро долгое","01","Культура, кинематография","Закупка товаров, работ и услуг  для государственных (муниципальных) нужд","1",,"2015","968","Целевая программа по организации и проведению местных и участию в организации и проведении городских праздничных и иных зрелищных мероприятий, а также мероприятий по сохранению и развитию местных традиций и обрядов","50","M","7950900","final","PR","200"
"2015","1969000.00","0804","Другие вопросы в области культуры, кинематографии","E","96808047950600200",,"08","Местная администрация мо мо озеро долгое","04","Культура, кинематография","Закупка товаров, работ и услуг  для государственных (муниципальных) нужд","1",,"2015","968","Целевая программа по организации и проведению досуговых мероприятий для жителей мо мо озеро долгое","51","M","7950600","final","PR","200"
"2015","231000.00","0804","Другие вопросы в области культуры, кинематографии","E","96808047950800200",,"08","Местная администрация мо мо озеро долгое","04","Культура, кинематография","Закупка товаров, работ и услуг  для государственных (муниципальных) нужд","1",,"2015","968","Целевая программа по военно-патриотическому воспитанию граждан муниципального образования","52","M","7950800","final","PR","200"
"2015","970200.00","1003","Социальное обеспечение населения","E","96810035050100300",,"10","Местная администрация мо мо озеро долгое","03","Социальная политика","Социальное обеспечение и иные выплаты населению","1",,"2015","968","Расходы на предоставление доплат к пенсии лицам, замещавшим муниципальные должности и должности муниципальной службы","53","M","5050100","final","PR","300"
"2015","4209072.00","1004","Охрана семьи и детства","E","96810040028031100",,"10","Местная администрация мо мо озеро долгое","04","Социальная политика","Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами","1",,"2015","968","Расходы на исполнение государственного полномочия санкт-петербурга по организации и осуществлению деятельности по опеке и попечительству за счет субвенций из бюджета санкт-петербурга","54","M","0028031","final","PR","100"
"2015","306000.00","1004","Охрана семьи и детства","E","96810040028031200",,"10","Местная администрация мо мо озеро долгое","04","Социальная политика","Закупка товаров, работ и услуг  для государственных (муниципальных) нужд","1",,"2015","968","Расходы на исполнение государственного полномочия санкт-петербурга по организации и осуществлению деятельности по опеке и попечительству за счет субвенций из бюджета санкт-петербурга","55","M","0028031","final","PR","200"
"2015","9259800.00","1004","Охрана семьи и детства","E","96810045118032300",,"10","Местная администрация мо мо озеро долгое","04","Социальная политика","Социальное обеспечение и иные выплаты населению","1",,"2015","968","Расходы на исполнение государственного полномочия санкт-петербурга по выплате денежных средств на содержание ребенка в семье опекуна и приемной семье за счет субвенций из бюджета санкт-петербурга","56","M","5118032","final","PR","300"
"2015","2507800.00","1004","Охрана семьи и детства","E","96810045118033300",,"10","Местная администрация мо мо озеро долгое","04","Социальная политика","Социальное обеспечение и иные выплаты населению","1",,"2015","968","Расходы на исполнение государственного полномочия по выплате денежных средств на вознаграждение приемным родителям за счет субвенций из бюджета санкт-петербурга","57","M","5118033","final","PR","300"
"2015","4092700.00","1102","Массовый спорт","E","96811027951000200",,"11","Местная администрация мо мо озеро долгое","02","Физическая культура и спорт","Закупка товаров, работ и услуг  для государственных (муниципальных) нужд","1",,"2015","968","Целевая программа по  обеспечению условий для развития на территории муниципального образования физической культуры и массового спорта, по организации и проведению официальных физкультурных мероприятий, физкультурно-оздоровительных мероприятий и спортивных мероприятий муниципального образования","58","M","7951000","final","PR","200"
"2015","1800000.00","1202","Периодическая печать и издательства","E","96812024570300200",,"12","Местная администрация мо мо озеро долгое","02","Средства массовой информации","Закупка товаров, работ и услуг  для государственных (муниципальных) нужд","1",,"2015","968","Опубликование муниципальных правовых актов, иной информации","59","M","4570300","final","PR","200"
