"Период","Сумма","Код раздела и подраздела полностью","Название подраздела","Тип","КБК","Комментарий","Код раздела","Наименование ГРБС","Код подраздела","Название раздела","Название вида расходов","ДокВерсия","Регион","Дата изменения","Код ГРБС","Название целевой статьи расходов","id","Уровень","Код целевой статьи расходов","Версия","Стадия","Код вида расходов"
"2014","1432900.00","0103","Функционирование законодательных (представительных) органов государственной власти и представительных органов муниципальных образований","E","94601030020400121",,"01","Муниципальный совет мо горелово","03","Общегосударственные вопросы","Фонд оплаты труда государственных (муниципальных) органов и взносы по обязательному социальному страхованию","1",,"2015","946","Аппарат представительного органа  муниципального образования","12","M","0020400","final","EN","121"
"2014","203000.00","0103","Функционирование законодательных (представительных) органов государственной власти и представительных органов муниципальных образований","E","94601030020400200",,"01","Муниципальный совет мо горелово","03","Общегосударственные вопросы","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","946","Аппарат представительного органа  муниципального образования","13","M","0020400","final","EN","200"
"2014","203000.00","0103","Функционирование законодательных (представительных) органов государственной власти и представительных органов муниципальных образований","E","94601030020400240",,"01","Муниципальный совет мо горелово","03","Общегосударственные вопросы","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","946","Аппарат представительного органа  муниципального образования","14","M","0020400","final","EN","240"
"2014","26800.00","0103","Функционирование законодательных (представительных) органов государственной власти и представительных органов муниципальных образований","E","94601030020400242",,"01","Муниципальный совет мо горелово","03","Общегосударственные вопросы","Закупка товаров, работ и услуг в сфере информационно-коммуникационных технологий","1",,"2015","946","Аппарат представительного органа  муниципального образования","15","M","0020400","final","EN","242"
"2014","176200.00","0103","Функционирование законодательных (представительных) органов государственной власти и представительных органов муниципальных образований","E","94601030020400244",,"01","Муниципальный совет мо горелово","03","Общегосударственные вопросы","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","946","Аппарат представительного органа  муниципального образования","16","M","0020400","final","EN","244"
"2014","1044300.00","0104","Функционирование правительства российской федерации, высших исполнительных органов государственной власти субъектов российской федерации, местных администраций","E","94201040020500100",,"01","Местная администрация мо горелово","04","Общегосударственные вопросы","Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами","1",,"2015","942","Глава местной администрации (исполнительно-распорядительного органа муниципального образования)","17","M","0020500","final","EN","100"
"2014","1044300.00","0104","Функционирование правительства российской федерации, высших исполнительных органов государственной власти субъектов российской федерации, местных администраций","E","94201040020500120",,"01","Местная администрация мо горелово","04","Общегосударственные вопросы","Расходы на выплаты персоналу государственных (муниципальных) органов","1",,"2015","942","Глава местной администрации (исполнительно-распорядительного органа муниципального образования)","18","M","0020500","final","EN","120"
"2014","1044300.00","0104","Функционирование правительства российской федерации, высших исполнительных органов государственной власти субъектов российской федерации, местных администраций","E","94201040020500121",,"01","Местная администрация мо горелово","04","Общегосударственные вопросы","Фонд оплаты труда государственных (муниципальных) органов и взносы по обязательному социальному страхованию","1",,"2015","942","Глава местной администрации (исполнительно-распорядительного органа муниципального образования)","19","M","0020500","final","EN","121"
"2014","7569400.00","0104","Функционирование правительства российской федерации, высших исполнительных органов государственной власти субъектов российской федерации, местных администраций","E","94201040020601100",,"01","Местная администрация мо горелово","04","Общегосударственные вопросы","Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами","1",,"2015","942","Содержание и обеспечение деятельности местной администрации по решению вопросов местного значения","20","M","0020601","final","EN","100"
"2014","7569400.00","0104","Функционирование правительства российской федерации, высших исполнительных органов государственной власти субъектов российской федерации, местных администраций","E","94201040020601120",,"01","Местная администрация мо горелово","04","Общегосударственные вопросы","Расходы на выплаты персоналу государственных (муниципальных) органов","1",,"2015","942","Содержание и обеспечение деятельности местной администрации по решению вопросов местного значения","21","M","0020601","final","EN","120"
"2014","7569400.00","0104","Функционирование правительства российской федерации, высших исполнительных органов государственной власти субъектов российской федерации, местных администраций","E","94201040020601121",,"01","Местная администрация мо горелово","04","Общегосударственные вопросы","Фонд оплаты труда государственных (муниципальных) органов и взносы по обязательному социальному страхованию","1",,"2015","942","Содержание и обеспечение деятельности местной администрации по решению вопросов местного значения","22","M","0020601","final","EN","121"
"2014","1963200.00","0104","Функционирование правительства российской федерации, высших исполнительных органов государственной власти субъектов российской федерации, местных администраций","E","94201040020601200",,"01","Местная администрация мо горелово","04","Общегосударственные вопросы","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Содержание и обеспечение деятельности местной администрации по решению вопросов местного значения","23","M","0020601","final","EN","200"
"2014","1963200.00","0104","Функционирование правительства российской федерации, высших исполнительных органов государственной власти субъектов российской федерации, местных администраций","E","94201040020601240",,"01","Местная администрация мо горелово","04","Общегосударственные вопросы","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Содержание и обеспечение деятельности местной администрации по решению вопросов местного значения","24","M","0020601","final","EN","240"
"2014","268900.00","0104","Функционирование правительства российской федерации, высших исполнительных органов государственной власти субъектов российской федерации, местных администраций","E","94201040020601242",,"01","Местная администрация мо горелово","04","Общегосударственные вопросы","Закупка товаров, работ и услуг в сфере информационно-коммуникационных технологий","1",,"2015","942","Содержание и обеспечение деятельности местной администрации по решению вопросов местного значения","25","M","0020601","final","EN","242"
"2014","1694300.00","0104","Функционирование правительства российской федерации, высших исполнительных органов государственной власти субъектов российской федерации, местных администраций","E","94201040020601244",,"01","Местная администрация мо горелово","04","Общегосударственные вопросы","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Содержание и обеспечение деятельности местной администрации по решению вопросов местного значения","26","M","0020601","final","EN","244"
"2014","40000.00","0104","Функционирование правительства российской федерации, высших исполнительных органов государственной власти субъектов российской федерации, местных администраций","E","94201040020601800",,"01","Местная администрация мо горелово","04","Общегосударственные вопросы","Иные бюджетные ассигнования","1",,"2015","942","Содержание и обеспечение деятельности местной администрации по решению вопросов местного значения","27","M","0020601","final","EN","800"
"2014","40000.00","0104","Функционирование правительства российской федерации, высших исполнительных органов государственной власти субъектов российской федерации, местных администраций","E","94201040020601850",,"01","Местная администрация мо горелово","04","Общегосударственные вопросы","Уплата налогов, сборов и иных платежей","1",,"2015","942","Содержание и обеспечение деятельности местной администрации по решению вопросов местного значения","28","M","0020601","final","EN","850"
"2014","35000.00","0104","Функционирование правительства российской федерации, высших исполнительных органов государственной власти субъектов российской федерации, местных администраций","E","94201040020601851",,"01","Местная администрация мо горелово","04","Общегосударственные вопросы","Уплата налога на имущество организаций и земельного налога","1",,"2015","942","Содержание и обеспечение деятельности местной администрации по решению вопросов местного значения","29","M","0020601","final","EN","851"
"2014","5000.00","0104","Функционирование правительства российской федерации, высших исполнительных органов государственной власти субъектов российской федерации, местных администраций","E","94201040020601852",,"01","Местная администрация мо горелово","04","Общегосударственные вопросы","Упалата прочих налогов, сборов и иных платежей","1",,"2015","942","Содержание и обеспечение деятельности местной администрации по решению вопросов местного значения","30","M","0020601","final","EN","852"
"2014","5300.00","0104","Функционирование правительства российской федерации, высших исполнительных органов государственной власти субъектов российской федерации, местных администраций","E","94201040028001200",,"01","Местная администрация мо горелово","04","Общегосударственные вопросы","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Расходы на исполнение государственных полномочий по определению должностных лиц, уполномоченных составлять протоколы об административных правонарушениях, и составление протоколов об административных правонарушениях","31","M","0028001","final","EN","200"
"2014","5300.00","0104","Функционирование правительства российской федерации, высших исполнительных органов государственной власти субъектов российской федерации, местных администраций","E","94201040028001240",,"01","Местная администрация мо горелово","04","Общегосударственные вопросы","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Расходы на исполнение государственных полномочий по определению должностных лиц, уполномоченных составлять протоколы об административных правонарушениях, и составление протоколов об административных правонарушениях","32","M","0028001","final","EN","240"
"2014","5300.00","0104","Функционирование правительства российской федерации, высших исполнительных органов государственной власти субъектов российской федерации, местных администраций","E","94201040028001244",,"01","Местная администрация мо горелово","04","Общегосударственные вопросы","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Расходы на исполнение государственных полномочий по определению должностных лиц, уполномоченных составлять протоколы об административных правонарушениях, и составление протоколов об административных правонарушениях","33","M","0028001","final","EN","244"
"2014","14000.00","0111","Резервные фонды","E","94201110700100800",,"01","Местная администрация мо горелово","11","Общегосударственные вопросы","Иные бюджетные ассигнования","1",,"2015","942","Резервный фонд местной администрации","34","M","0700100","final","EN","800"
"2014","14000.00","0111","Резервные фонды","E","94201110700100870",,"01","Местная администрация мо горелово","11","Общегосударственные вопросы","Резервные средства","1",,"2015","942","Резервный фонд местной администрации","35","M","0700100","final","EN","870"
"2014","210400.00","0113","Другие общегосударственные вопросы","E","94201130920100600",,"01","Местная администрация мо горелово","13","Общегосударственные вопросы","Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям","1",,"2015","942","Осуществление в порядке и формах, установленных законом санкт-петербурга, поддержки деятельности граждан, общественных объединений, участвующих в охране общественного порядка на территории муниципального образования","36","M","0920100","final","EN","600"
"2014","210400.00","0113","Другие общегосударственные вопросы","E","94201130920100630",,"01","Местная администрация мо горелово","13","Общегосударственные вопросы","Субсидии некоммерческим организациям (за исключением муниципальных учреждений)","1",,"2015","942","Осуществление в порядке и формах, установленных законом санкт-петербурга, поддержки деятельности граждан, общественных объединений, участвующих в охране общественного порядка на территории муниципального образования","37","M","0920100","final","EN","630"
"2014","72000.00","0113","Другие общегосударственные вопросы","E","94201130920500800",,"01","Местная администрация мо горелово","13","Общегосударственные вопросы","Иные бюджетные ассигнования","1",,"2015","942","Уплата членских взносов на осуществление деятельности совета муниципальных образований санкт-петербурга и содержание его органов","38","M","0920500","final","EN","800"
"2014","72000.00","0113","Другие общегосударственные вопросы","E","94201130920500850",,"01","Местная администрация мо горелово","13","Общегосударственные вопросы","Уплата налогов, сборов и иных платежей","1",,"2015","942","Уплата членских взносов на осуществление деятельности совета муниципальных образований санкт-петербурга и содержание его органов","39","M","0920500","final","EN","850"
"2014","72000.00","0113","Другие общегосударственные вопросы","E","94201130920500852",,"01","Местная администрация мо горелово","13","Общегосударственные вопросы","Упалата прочих налогов, сборов и иных платежей","1",,"2015","942","Уплата членских взносов на осуществление деятельности совета муниципальных образований санкт-петербурга и содержание его органов","40","M","0920500","final","EN","852"
"2014","14000.00","0113","Другие общегосударственные вопросы","E","94201137950100200",,"01","Местная администрация мо горелово","13","Общегосударственные вопросы","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Муницципальная целевая программа по профилактике дорожно-транспортного травматизма на  территории муниипального образования","41","M","7950100","final","EN","200"
"2014","14000.00","0113","Другие общегосударственные вопросы","E","94201137950100240",,"01","Местная администрация мо горелово","13","Общегосударственные вопросы","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Муницципальная целевая программа по профилактике дорожно-транспортного травматизма на  территории муниипального образования","42","M","7950100","final","EN","240"
"2014","14000.00","0113","Другие общегосударственные вопросы","E","94201137950100244",,"01","Местная администрация мо горелово","13","Общегосударственные вопросы","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Муницципальная целевая программа по профилактике дорожно-транспортного травматизма на  территории муниипального образования","43","M","7950100","final","EN","244"
"2014","24000.00","0113","Другие общегосударственные вопросы","E","94201137950200200",,"01","Местная администрация мо горелово","13","Общегосударственные вопросы","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Муницципальная целевая программа по профилактике правонарушений в санкт-петербурге","44","M","7950200","final","EN","200"
"2014","24000.00","0113","Другие общегосударственные вопросы","E","94201137950200240",,"01","Местная администрация мо горелово","13","Общегосударственные вопросы","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Муницципальная целевая программа по профилактике правонарушений в санкт-петербурге","45","M","7950200","final","EN","240"
"2014","24000.00","0113","Другие общегосударственные вопросы","E","94201137950200244",,"01","Местная администрация мо горелово","13","Общегосударственные вопросы","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Муницципальная целевая программа по профилактике правонарушений в санкт-петербурге","46","M","7950200","final","EN","244"
"2014","25400.00","0113","Другие общегосударственные вопросы","E","94201137950500200",,"01","Местная администрация мо горелово","13","Общегосударственные вопросы","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Муницципальная целевая программа по профилактике терроризма и экстремизма, а также минимизации и (или) ликвидации последствий проявления терроризма и экстремизма на территории муниципального образования","47","M","7950500","final","EN","200"
"2014","25400.00","0113","Другие общегосударственные вопросы","E","94201137950500240",,"01","Местная администрация мо горелово","13","Общегосударственные вопросы","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Муницципальная целевая программа по профилактике терроризма и экстремизма, а также минимизации и (или) ликвидации последствий проявления терроризма и экстремизма на территории муниципального образования","48","M","7950500","final","EN","240"
"2014","25400.00","0113","Другие общегосударственные вопросы","E","94201137950500244",,"01","Местная администрация мо горелово","13","Общегосударственные вопросы","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Муницципальная целевая программа по профилактике терроризма и экстремизма, а также минимизации и (или) ликвидации последствий проявления терроризма и экстремизма на территории муниципального образования","49","M","7950500","final","EN","244"
"2014","74000.00","0309","Защита населения и территории от чрезвычайных ситуаций природного и техногенного характера, гражданская оборона","E","94203092190200200",,"03","Местная администрация мо горелово","09","Национальная безопасность и правоохранительная деятельность","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Обеспечение своевременного оповещения и информирования населения об угрозе возникновения или о возникновении чрезвычайной ситуации","50","M","2190200","final","EN","200"
"2014","74000.00","0309","Защита населения и территории от чрезвычайных ситуаций природного и техногенного характера, гражданская оборона","E","94203092190200240",,"03","Местная администрация мо горелово","09","Национальная безопасность и правоохранительная деятельность","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Обеспечение своевременного оповещения и информирования населения об угрозе возникновения или о возникновении чрезвычайной ситуации","51","M","2190200","final","EN","240"
"2014","74000.00","0309","Защита населения и территории от чрезвычайных ситуаций природного и техногенного характера, гражданская оборона","E","94203092190200244",,"03","Местная администрация мо горелово","09","Национальная безопасность и правоохранительная деятельность","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Обеспечение своевременного оповещения и информирования населения об угрозе возникновения или о возникновении чрезвычайной ситуации","52","M","2190200","final","EN","244"
"2014","174000.00","0309","Защита населения и территории от чрезвычайных ситуаций природного и техногенного характера, гражданская оборона","E","94203092190300200",,"03","Местная администрация мо горелово","09","Национальная безопасность и правоохранительная деятельность","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Проведение подготовки и обучения неработающего населения способам защиты и действиям в чрезвычайных ситуациях","53","M","2190300","final","EN","200"
"2014","174000.00","0309","Защита населения и территории от чрезвычайных ситуаций природного и техногенного характера, гражданская оборона","E","94203092190300240",,"03","Местная администрация мо горелово","09","Национальная безопасность и правоохранительная деятельность","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Проведение подготовки и обучения неработающего населения способам защиты и действиям в чрезвычайных ситуациях","54","M","2190300","final","EN","240"
"2014","174000.00","0309","Защита населения и территории от чрезвычайных ситуаций природного и техногенного характера, гражданская оборона","E","94203092190300244",,"03","Местная администрация мо горелово","09","Национальная безопасность и правоохранительная деятельность","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Проведение подготовки и обучения неработающего населения способам защиты и действиям в чрезвычайных ситуациях","55","M","2190300","final","EN","244"
"2014","500000.00","0401","Общеэкономические вопросы","E","94204015100200800",,"04","Местная администрация мо горелово","01","Национальная экономика","Иные бюджетные ассигнования","1",,"2015","942","Временное трудоустройство несовершеннолетних в возрасте от 14 до 18 лет в свободное от учебы время","56","M","5100200","final","EN","800"
"2014","500000.00","0401","Общеэкономические вопросы","E","94204015100200810",,"04","Местная администрация мо горелово","01","Национальная экономика","Субсидии юридическим лицам (кроме муниципальных учреждений) и физическим лицам - производителям товаров, работ, услуг","1",,"2015","942","Временное трудоустройство несовершеннолетних в возрасте от 14 до 18 лет в свободное от учебы время","57","M","5100200","final","EN","810"
"2014","57118500.00","0409","Дорожное хозяйство","E","94204093150100200",,"04","Местная администрация мо горелово","09","Национальная экономика","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Текущий ремонт  и содержание автомобильных дорог, расположенных в пределах границ муницпального образования","58","M","3150100","final","EN","200"
"2014","57118500.00","0409","Дорожное хозяйство","E","94204093150100240",,"04","Местная администрация мо горелово","09","Национальная экономика","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Текущий ремонт  и содержание автомобильных дорог, расположенных в пределах границ муницпального образования","59","M","3150100","final","EN","240"
"2014","57118500.00","0409","Дорожное хозяйство","E","94204093150100244",,"04","Местная администрация мо горелово","09","Национальная экономика","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Текущий ремонт  и содержание автомобильных дорог, расположенных в пределах границ муницпального образования","60","M","3150100","final","EN","244"
"2014","9581100.00","0503","Благоустройство","E","94205036000101200",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Текущий ремонт придомовых территорий и дворовых территорий , включая проезды и въезды, пешеходные дорожки","61","M","6000101","final","EN","200"
"2014","9581100.00","0503","Благоустройство","E","94205036000101240",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Текущий ремонт придомовых территорий и дворовых территорий , включая проезды и въезды, пешеходные дорожки","62","M","6000101","final","EN","240"
"2014","9581100.00","0503","Благоустройство","E","94205036000101244",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Текущий ремонт придомовых территорий и дворовых территорий , включая проезды и въезды, пешеходные дорожки","63","M","6000101","final","EN","244"
"2014","690000.00","0503","Благоустройство","E","94205036000102200",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Организация дополнительных парковочных мест на дворовых территориях","64","M","6000102","final","EN","200"
"2014","690000.00","0503","Благоустройство","E","94205036000102240",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Организация дополнительных парковочных мест на дворовых территориях","65","M","6000102","final","EN","240"
"2014","690000.00","0503","Благоустройство","E","94205036000102244",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Организация дополнительных парковочных мест на дворовых территориях","66","M","6000102","final","EN","244"
"2014","488500.00","0503","Благоустройство","E","94205036000103200",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Установка, содержание и ремонт ограждений газонов","67","M","6000103","final","EN","200"
"2014","488500.00","0503","Благоустройство","E","94205036000103240",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Установка, содержание и ремонт ограждений газонов","68","M","6000103","final","EN","240"
"2014","488500.00","0503","Благоустройство","E","94205036000103244",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Установка, содержание и ремонт ограждений газонов","69","M","6000103","final","EN","244"
"2014","250000.00","0503","Благоустройство","E","94205036000104200",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Установка и содержание малых архитектурных форм, уличной мебели и хозяйственно-бытового оборудования, необходимого для благоустройства территории муниципального образования","70","M","6000104","final","EN","200"
"2014","250000.00","0503","Благоустройство","E","94205036000104240",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Установка и содержание малых архитектурных форм, уличной мебели и хозяйственно-бытового оборудования, необходимого для благоустройства территории муниципального образования","71","M","6000104","final","EN","240"
"2014","250000.00","0503","Благоустройство","E","94205036000104244",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Установка и содержание малых архитектурных форм, уличной мебели и хозяйственно-бытового оборудования, необходимого для благоустройства территории муниципального образования","72","M","6000104","final","EN","244"
"2014","1000000.00","0503","Благоустройство","E","94205036000203200",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Ликвидация несанкционированных свалок бытовых отходов, мусора","73","M","6000203","final","EN","200"
"2014","1000000.00","0503","Благоустройство","E","94205036000203240",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Ликвидация несанкционированных свалок бытовых отходов, мусора","74","M","6000203","final","EN","240"
"2014","1000000.00","0503","Благоустройство","E","94205036000203244",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Ликвидация несанкционированных свалок бытовых отходов, мусора","75","M","6000203","final","EN","244"
"2014","3756300.00","0503","Благоустройство","E","94205036000204200",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Уборка территорий, водных акваторий, тупиков и проездов","76","M","6000204","final","EN","200"
"2014","3756300.00","0503","Благоустройство","E","94205036000204240",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Уборка территорий, водных акваторий, тупиков и проездов","77","M","6000204","final","EN","240"
"2014","3756300.00","0503","Благоустройство","E","94205036000204244",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Уборка территорий, водных акваторий, тупиков и проездов","78","M","6000204","final","EN","244"
"2014","250000.00","0503","Благоустройство","E","94205036000301200",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Озеленение территорий зеленых насаждений внутриквартального озеленения","79","M","6000301","final","EN","200"
"2014","250000.00","0503","Благоустройство","E","94205036000301240",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Иные закупки товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Озеленение территорий зеленых насаждений внутриквартального озеленения","80","M","6000301","final","EN","240"
"2014","250000.00","0503","Благоустройство","E","94205036000301244",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Прочая закупка товаров, работ и услуг для муниципальных нужд","1",,"2015","942","Озеленение территорий зеленых насаждений внутриквартального озеленения","81","M","6000301","final","EN","244"
"2014","500000.00","0503","Благоустройство","E","94205036000302200",,"05","Местная администрация мо горелово","03","Жилищно-коммунальное хозяйство","Закупка товаров, работ и услуг для государственных (муниципальных) нужд","1",,"2015","942","Организация работ по компенсационному озеленению","82","M","6000302","final","EN","200"
